# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	e_solver        	e_initial       	e_final         	e_iters         	e_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 
499             	DILUPBiCGStab	1.38551110e-04	1.24829810e-06	1	1.27215970e-04	8.91420670e-07	1	false	DILUPBiCGStab	1.70530910e-05	1.55646110e-06	1	true	GAMG	2.43116000e-04	2.10102210e-06	15	true	DILUPBiCGStab	2.15045270e-04	2.49029280e-06	1	true	DILUPBiCGStab	5.94452190e-06	6.20516050e-07	1	true
500             	DILUPBiCGStab	1.37964740e-04	1.24252800e-06	1	1.26337140e-04	8.85888150e-07	1	false	DILUPBiCGStab	1.68940820e-05	1.54201580e-06	1	true	GAMG	2.41790470e-04	2.08867730e-06	15	true	DILUPBiCGStab	2.13055570e-04	1.83725280e-06	1	true	DILUPBiCGStab	5.89787640e-06	6.15943660e-07	1	true
501             	DILUPBiCGStab	1.37365070e-04	1.23575640e-06	1	1.25462310e-04	8.80517580e-07	1	false	DILUPBiCGStab	1.67370770e-05	1.52768880e-06	1	true	GAMG	2.40451730e-04	2.08128250e-06	15	true	DILUPBiCGStab	2.12137960e-04	1.26404040e-06	1	true	DILUPBiCGStab	5.85241820e-06	6.11488480e-07	1	true
502             	DILUPBiCGStab	1.36761300e-04	1.22893290e-06	1	1.24595210e-04	8.75338100e-07	1	false	DILUPBiCGStab	1.65820630e-05	1.51352460e-06	1	true	GAMG	2.38910850e-04	2.07151120e-06	15	true	DILUPBiCGStab	2.11145010e-04	2.09736900e-05	1	true	DILUPBiCGStab	5.80773140e-06	6.07090540e-07	1	true
503             	DILUPBiCGStab	1.36168220e-04	1.22263590e-06	1	1.23736600e-04	8.70246010e-07	1	false	DILUPBiCGStab	1.64292560e-05	1.49970450e-06	1	true	GAMG	2.37086880e-04	2.05194120e-06	15	true	DILUPBiCGStab	2.11144150e-04	2.43641940e-06	1	true	DILUPBiCGStab	5.76345980e-06	6.02748570e-07	1	true
504             	DILUPBiCGStab	1.35595170e-04	1.21701620e-06	1	1.22881440e-04	8.65005130e-07	1	false	DILUPBiCGStab	1.62781410e-05	1.48608920e-06	1	true	GAMG	2.35790110e-04	2.03976850e-06	15	true	DILUPBiCGStab	2.08907560e-04	1.79482950e-06	1	true	DILUPBiCGStab	5.72033260e-06	5.98449410e-07	1	true
505             	DILUPBiCGStab	1.35008990e-04	1.21056290e-06	1	1.22030670e-04	8.59920990e-07	1	false	DILUPBiCGStab	1.61282890e-05	1.47260800e-06	1	true	GAMG	2.34441290e-04	2.03179260e-06	15	true	DILUPBiCGStab	2.07835210e-04	1.23620880e-06	1	true	DILUPBiCGStab	5.67763800e-06	5.94168850e-07	1	true
506             	DILUPBiCGStab	1.34419440e-04	1.20406340e-06	1	1.21186730e-04	8.54997500e-07	1	false	DILUPBiCGStab	1.59798370e-05	1.45944330e-06	1	true	GAMG	2.32914790e-04	2.02168350e-06	15	true	DILUPBiCGStab	2.06798460e-04	2.05248120e-05	1	true	DILUPBiCGStab	5.63516660e-06	5.89893980e-07	1	true
507             	DILUPBiCGStab	1.33839960e-04	1.19805350e-06	1	1.20349630e-04	8.50107540e-07	1	false	DILUPBiCGStab	1.58331700e-05	1.44652530e-06	1	true	GAMG	2.31257140e-04	2.00248740e-06	15	true	DILUPBiCGStab	2.06897260e-04	2.38187420e-06	1	true	DILUPBiCGStab	5.59257880e-06	5.85655670e-07	1	true
508             	DILUPBiCGStab	1.33279750e-04	1.19257650e-06	1	1.19513930e-04	8.45004830e-07	1	false	DILUPBiCGStab	1.56878090e-05	1.43373730e-06	1	true	GAMG	2.30465260e-04	1.99097170e-06	15	true	DILUPBiCGStab	2.04744720e-04	1.75525980e-06	1	true	DILUPBiCGStab	5.55083460e-06	5.81437910e-07	1	true
509             	DILUPBiCGStab	1.32706650e-04	1.18628260e-06	1	1.18681470e-04	8.39987640e-07	1	false	DILUPBiCGStab	1.55433910e-05	1.42107800e-06	1	true	GAMG	2.29600940e-04	1.98362680e-06	15	true	DILUPBiCGStab	2.03796460e-04	1.20712470e-06	1	true	DILUPBiCGStab	5.50934090e-06	5.77208150e-07	1	true
510             	DILUPBiCGStab	1.32128930e-04	1.17996490e-06	1	1.17855860e-04	8.35058930e-07	1	false	DILUPBiCGStab	1.54000970e-05	1.40858180e-06	1	true	GAMG	2.28476600e-04	1.97407170e-06	15	true	DILUPBiCGStab	2.02851220e-04	2.00579840e-05	1	true	DILUPBiCGStab	5.46785030e-06	5.72980640e-07	1	true
511             	DILUPBiCGStab	1.31561010e-04	1.17411330e-06	1	1.17037990e-04	8.30110500e-07	1	false	DILUPBiCGStab	1.52582940e-05	1.39628050e-06	1	true	GAMG	2.26995230e-04	1.95541620e-06	15	true	DILUPBiCGStab	2.03055080e-04	2.31763150e-06	1	true	DILUPBiCGStab	5.42619860e-06	5.68784140e-07	1	true
512             	DILUPBiCGStab	1.31012660e-04	1.16885600e-06	1	1.16222380e-04	8.24924180e-07	1	false	DILUPBiCGStab	1.51175550e-05	1.38406010e-06	1	true	GAMG	2.25981740e-04	1.94429530e-06	15	true	DILUPBiCGStab	2.00949450e-04	1.71137340e-06	1	true	DILUPBiCGStab	5.38523970e-06	5.64618110e-07	1	true
513             	DILUPBiCGStab	1.30451800e-04	1.16275390e-06	1	1.15411310e-04	8.19815970e-07	1	false	DILUPBiCGStab	1.49775690e-05	1.37188880e-06	1	true	GAMG	2.24874380e-04	1.93726070e-06	15	true	DILUPBiCGStab	2.00041430e-04	1.18015220e-06	1	true	DILUPBiCGStab	5.34441150e-06	5.60454780e-07	1	true
514             	DILUPBiCGStab	1.29886080e-04	1.15656970e-06	1	1.14608550e-04	8.14816740e-07	1	false	DILUPBiCGStab	1.48386490e-05	1.35980250e-06	1	true	GAMG	2.23580210e-04	1.92807740e-06	15	true	DILUPBiCGStab	1.99121150e-04	1.96498540e-05	1	true	DILUPBiCGStab	5.30410580e-06	5.56321890e-07	1	true
515             	DILUPBiCGStab	1.29329940e-04	1.15069740e-06	1	1.13813620e-04	8.09833250e-07	1	false	DILUPBiCGStab	1.47010190e-05	1.34787470e-06	1	true	GAMG	2.22004800e-04	1.91008970e-06	15	true	DILUPBiCGStab	1.99370210e-04	2.26796880e-06	1	true	DILUPBiCGStab	5.26351520e-06	5.52211220e-07	1	true
516             	DILUPBiCGStab	1.28791960e-04	1.14533830e-06	1	1.13021220e-04	8.04644020e-07	1	false	DILUPBiCGStab	1.45643120e-05	1.33599410e-06	1	true	GAMG	2.20968010e-04	1.89964490e-06	15	true	DILUPBiCGStab	1.97276720e-04	1.67341890e-06	1	true	DILUPBiCGStab	5.22356340e-06	5.48114800e-07	1	true
517             	DILUPBiCGStab	1.28241860e-04	1.13933020e-06	1	1.12232610e-04	7.99561120e-07	1	false	DILUPBiCGStab	1.44282900e-05	1.32421350e-06	1	true	GAMG	2.19927410e-04	1.89318970e-06	15	true	DILUPBiCGStab	1.96382930e-04	1.15661720e-06	1	true	DILUPBiCGStab	5.18376710e-06	5.44015680e-07	1	true
518             	DILUPBiCGStab	1.27687310e-04	1.13328790e-06	1	1.11451030e-04	7.94641210e-07	1	false	DILUPBiCGStab	1.42932240e-05	1.31261480e-06	1	true	GAMG	2.18699940e-04	1.88459010e-06	15	true	DILUPBiCGStab	1.95458200e-04	1.92843780e-05	1	true	DILUPBiCGStab	5.14410300e-06	5.39921420e-07	1	true
519             	DILUPBiCGStab	1.27141860e-04	1.12765600e-06	1	1.10676410e-04	7.89815490e-07	1	false	DILUPBiCGStab	1.41595750e-05	1.30115060e-06	1	true	GAMG	2.17174860e-04	1.86729990e-06	15	true	DILUPBiCGStab	1.95741590e-04	2.22729130e-06	1	true	DILUPBiCGStab	5.10431360e-06	5.35862860e-07	1	true
520             	DILUPBiCGStab	1.26615570e-04	1.12258560e-06	1	1.09903960e-04	7.84880960e-07	1	false	DILUPBiCGStab	1.40270080e-05	1.28971080e-06	1	true	GAMG	2.16178190e-04	1.85726910e-06	15	true	DILUPBiCGStab	1.93646320e-04	1.64308900e-06	1	true	DILUPBiCGStab	5.06537540e-06	5.31827200e-07	1	true
521             	DILUPBiCGStab	1.26077780e-04	1.11678420e-06	1	1.09135140e-04	7.80117790e-07	1	false	DILUPBiCGStab	1.38953100e-05	1.27827520e-06	1	true	GAMG	2.14965010e-04	1.85107900e-06	15	true	DILUPBiCGStab	1.92762500e-04	1.13705110e-06	1	true	DILUPBiCGStab	5.02497670e-06	5.27743940e-07	1	true
522             	DILUPBiCGStab	1.25535750e-04	1.11101490e-06	1	1.08373180e-04	7.75522560e-07	1	false	DILUPBiCGStab	1.37647860e-05	1.26688680e-06	1	true	GAMG	2.13521810e-04	1.84270310e-06	15	true	DILUPBiCGStab	1.91843150e-04	1.88953150e-05	1	true	DILUPBiCGStab	4.98440000e-06	5.23619930e-07	1	true
523             	DILUPBiCGStab	1.25003450e-04	1.10585860e-06	1	1.07618230e-04	7.71000500e-07	1	false	DILUPBiCGStab	1.36359160e-05	1.25562300e-06	1	true	GAMG	2.11778800e-04	1.82565270e-06	15	true	DILUPBiCGStab	1.92183690e-04	2.17692730e-06	1	true	DILUPBiCGStab	4.94401550e-06	5.19464280e-07	1	true
524             	DILUPBiCGStab	1.24490310e-04	1.10122360e-06	1	1.06866190e-04	7.66309550e-07	1	false	DILUPBiCGStab	1.35083050e-05	1.24438420e-06	1	true	GAMG	2.10689070e-04	1.81562750e-06	15	true	DILUPBiCGStab	1.90115540e-04	1.60734600e-06	1	true	DILUPBiCGStab	4.90467310e-06	5.15294400e-07	1	true
525             	DILUPBiCGStab	1.23965180e-04	1.09560400e-06	1	1.06118120e-04	7.61714910e-07	1	false	DILUPBiCGStab	1.33817410e-05	1.23319070e-06	1	true	GAMG	2.09595530e-04	1.80934020e-06	15	true	DILUPBiCGStab	1.89269750e-04	1.11385760e-06	1	true	DILUPBiCGStab	4.86572720e-06	5.11116750e-07	1	true
526             	DILUPBiCGStab	1.23435990e-04	1.08985120e-06	1	1.05377120e-04	7.57213070e-07	1	false	DILUPBiCGStab	1.32565170e-05	1.22206260e-06	1	true	GAMG	2.08296640e-04	1.80113520e-06	15	true	DILUPBiCGStab	1.88379690e-04	1.85126190e-05	1	true	DILUPBiCGStab	4.82709550e-06	5.06973220e-07	1	true
527             	DILUPBiCGStab	1.22916210e-04	1.08446420e-06	1	1.04642880e-04	7.52693360e-07	1	false	DILUPBiCGStab	1.31330670e-05	1.21107150e-06	1	true	GAMG	2.06808140e-04	1.78463860e-06	15	true	DILUPBiCGStab	1.88794210e-04	2.12842330e-06	1	true	DILUPBiCGStab	4.78848670e-06	5.02912610e-07	1	true
528             	DILUPBiCGStab	1.22414800e-04	1.07961880e-06	1	1.03910910e-04	7.47939310e-07	1	false	DILUPBiCGStab	1.30110260e-05	1.20012910e-06	1	true	GAMG	2.05867820e-04	1.77520680e-06	15	true	DILUPBiCGStab	1.86745980e-04	1.57625530e-06	1	true	DILUPBiCGStab	4.75100590e-06	4.98950760e-07	1	true
529             	DILUPBiCGStab	1.21900840e-04	1.07400300e-06	1	1.03182260e-04	7.43237700e-07	1	false	DILUPBiCGStab	1.28903630e-05	1.18922460e-06	1	true	GAMG	2.04883660e-04	1.76946210e-06	15	true	DILUPBiCGStab	1.85935350e-04	1.09557520e-06	1	true	DILUPBiCGStab	4.71421260e-06	4.95061040e-07	1	true
530             	DILUPBiCGStab	1.21382210e-04	1.06830880e-06	1	1.02459690e-04	7.38608670e-07	1	false	DILUPBiCGStab	1.27712940e-05	1.17840650e-06	1	true	GAMG	2.03717460e-04	1.76170640e-06	15	true	DILUPBiCGStab	1.85084720e-04	1.82057740e-05	1	true	DILUPBiCGStab	4.67758350e-06	4.91214510e-07	1	true
531             	DILUPBiCGStab	1.20873370e-04	1.06299310e-06	1	1.01743540e-04	7.33962070e-07	1	false	DILUPBiCGStab	1.26540020e-05	1.16775240e-06	1	true	GAMG	2.02297460e-04	1.74581810e-06	15	true	DILUPBiCGStab	1.85576630e-04	2.09236810e-06	1	true	DILUPBiCGStab	4.64085020e-06	4.87435470e-07	1	true
532             	DILUPBiCGStab	1.20381930e-04	1.05821990e-06	1	1.01029430e-04	7.29105830e-07	1	false	DILUPBiCGStab	1.25380540e-05	1.15719620e-06	1	true	GAMG	2.01399530e-04	1.73688660e-06	15	true	DILUPBiCGStab	1.83568150e-04	1.54562020e-06	1	true	DILUPBiCGStab	4.60495230e-06	4.83716620e-07	1	true
533             	DILUPBiCGStab	1.19877630e-04	1.05269230e-06	1	1.00318850e-04	7.24342660e-07	1	false	DILUPBiCGStab	1.24232640e-05	1.14675730e-06	1	true	GAMG	2.00432680e-04	1.73153860e-06	15	true	DILUPBiCGStab	1.82791410e-04	1.07351340e-06	1	true	DILUPBiCGStab	4.56945760e-06	4.80029660e-07	1	true
534             	DILUPBiCGStab	1.19368990e-04	1.04708920e-06	1	9.96144050e-05	7.19703300e-07	1	false	DILUPBiCGStab	1.23098550e-05	1.13642810e-06	1	true	GAMG	1.99292070e-04	1.72415570e-06	15	true	DILUPBiCGStab	1.81940370e-04	1.78153100e-05	1	true	DILUPBiCGStab	4.53432150e-06	4.76378550e-07	1	true
535             	DILUPBiCGStab	1.18870170e-04	1.04186880e-06	1	9.89161450e-05	7.15111060e-07	1	false	DILUPBiCGStab	1.21982260e-05	1.12628210e-06	1	true	GAMG	1.97885490e-04	1.70867290e-06	15	true	DILUPBiCGStab	1.82453890e-04	2.03286700e-06	1	true	DILUPBiCGStab	4.49930480e-06	4.72788100e-07	1	true
536             	DILUPBiCGStab	1.18387740e-04	1.03719370e-06	1	9.82199380e-05	7.10378350e-07	1	false	DILUPBiCGStab	1.20879450e-05	1.11623470e-06	1	true	GAMG	1.96989080e-04	1.69977230e-06	15	true	DILUPBiCGStab	1.80455890e-04	1.50484370e-06	1	true	DILUPBiCGStab	4.46529190e-06	4.69255460e-07	1	true
537             	DILUPBiCGStab	1.17892160e-04	1.03179330e-06	1	9.75271240e-05	7.05796050e-07	1	false	DILUPBiCGStab	1.19788080e-05	1.10629690e-06	1	true	GAMG	1.96035750e-04	1.69421960e-06	15	true	DILUPBiCGStab	1.79692250e-04	1.04769120e-06	1	true	DILUPBiCGStab	4.43178740e-06	4.65752600e-07	1	true
538             	DILUPBiCGStab	1.17392490e-04	1.02635060e-06	1	9.68404420e-05	7.01383160e-07	1	false	DILUPBiCGStab	1.18710450e-05	1.09648600e-06	1	true	GAMG	1.94987300e-04	1.68668260e-06	15	true	DILUPBiCGStab	1.78843780e-04	1.74295840e-05	1	true	DILUPBiCGStab	4.39864540e-06	4.62289470e-07	1	true
539             	DILUPBiCGStab	1.16902100e-04	1.02127020e-06	1	9.61600900e-05	6.97046020e-07	1	false	DILUPBiCGStab	1.17650680e-05	1.08687080e-06	1	true	GAMG	1.93684020e-04	1.67124070e-06	15	true	DILUPBiCGStab	1.79390570e-04	1.97736770e-06	1	true	DILUPBiCGStab	4.36563330e-06	4.58884400e-07	1	true
540             	DILUPBiCGStab	1.16428410e-04	1.01671160e-06	1	9.54821670e-05	6.92581310e-07	1	false	DILUPBiCGStab	1.16604390e-05	1.07740020e-06	1	true	GAMG	1.92878960e-04	1.66221670e-06	15	true	DILUPBiCGStab	1.77369870e-04	1.46673770e-06	1	true	DILUPBiCGStab	4.33377610e-06	4.55576220e-07	1	true
541             	DILUPBiCGStab	1.15942000e-04	1.01142370e-06	1	9.48077110e-05	6.88255320e-07	1	false	DILUPBiCGStab	1.15569840e-05	1.06802490e-06	1	true	GAMG	1.91972950e-04	1.65651370e-06	15	true	DILUPBiCGStab	1.76586190e-04	1.02617270e-06	1	true	DILUPBiCGStab	4.30224230e-06	4.52308060e-07	1	true
542             	DILUPBiCGStab	1.15451180e-04	1.00605180e-06	1	9.41394020e-05	6.84069890e-07	1	false	DILUPBiCGStab	1.14549370e-05	1.05878000e-06	1	true	GAMG	1.90928020e-04	1.64890770e-06	15	true	DILUPBiCGStab	1.75732740e-04	1.70975470e-05	1	true	DILUPBiCGStab	4.27103290e-06	4.49060740e-07	1	true
543             	DILUPBiCGStab	1.14969400e-04	1.00103990e-06	1	9.34773780e-05	6.79920070e-07	1	false	DILUPBiCGStab	1.13547090e-05	1.04972700e-06	1	true	GAMG	1.89623210e-04	1.63363570e-06	15	true	DILUPBiCGStab	1.76329990e-04	1.93522420e-06	1	true	DILUPBiCGStab	4.23985340e-06	4.45854930e-07	1	true
544             	DILUPBiCGStab	1.14503580e-04	9.96755650e-07	1	9.28177290e-05	6.75601560e-07	1	false	DILUPBiCGStab	1.12558340e-05	1.04079730e-06	1	true	GAMG	1.88626340e-04	1.62464080e-06	15	true	DILUPBiCGStab	1.74347110e-04	1.43653180e-06	1	true	DILUPBiCGStab	4.21040460e-06	4.42669720e-07	1	true
545             	DILUPBiCGStab	1.14025360e-04	9.91638330e-07	1	9.21610750e-05	6.71376940e-07	1	false	DILUPBiCGStab	1.11581290e-05	1.03199350e-06	1	true	GAMG	1.87620960e-04	1.61886210e-06	15	true	DILUPBiCGStab	1.73609970e-04	1.00568590e-06	1	true	DILUPBiCGStab	4.18159180e-06	4.39489220e-07	1	true
546             	DILUPBiCGStab	1.13543010e-04	9.86316260e-07	1	9.15098470e-05	6.67259940e-07	1	false	DILUPBiCGStab	1.10618610e-05	1.02330090e-06	1	true	GAMG	1.86620320e-04	1.61123600e-06	15	true	DILUPBiCGStab	1.72775950e-04	1.67363590e-05	1	true	DILUPBiCGStab	4.15172470e-06	4.36344610e-07	1	true
547             	DILUPBiCGStab	1.13069480e-04	9.81384800e-07	1	9.08646480e-05	6.63160510e-07	1	false	DILUPBiCGStab	1.09685000e-05	1.01496410e-06	1	true	GAMG	1.85393940e-04	1.59613760e-06	15	true	DILUPBiCGStab	1.73447100e-04	1.88229410e-06	1	true	DILUPBiCGStab	4.11732590e-06	4.32503500e-07	1	true
548             	DILUPBiCGStab	1.12611910e-04	9.77000460e-07	1	9.02218300e-05	6.58878470e-07	1	false	DILUPBiCGStab	1.08772690e-05	1.00684150e-06	1	true	GAMG	1.84621930e-04	1.58722300e-06	15	true	DILUPBiCGStab	1.71490180e-04	1.39389070e-06	1	true	DILUPBiCGStab	4.08184210e-06	4.28350970e-07	1	true
549             	DILUPBiCGStab	1.12142450e-04	9.71926930e-07	1	8.95821200e-05	6.54688250e-07	1	false	DILUPBiCGStab	1.07869210e-05	9.98703850e-07	1	true	GAMG	1.83766830e-04	1.58148010e-06	15	true	DILUPBiCGStab	1.70758960e-04	9.76255620e-07	1	true	DILUPBiCGStab	4.05010190e-06	4.24748160e-07	1	true
550             	DILUPBiCGStab	1.11668960e-04	9.66780540e-07	1	8.89477280e-05	6.50618870e-07	1	false	DILUPBiCGStab	1.06980430e-05	9.90599620e-07	1	true	GAMG	1.82688050e-04	1.57412040e-06	15	true	DILUPBiCGStab	1.69905530e-04	1.63707760e-05	1	true	DILUPBiCGStab	4.01976340e-06	4.21393260e-07	1	true
551             	DILUPBiCGStab	1.11204460e-04	9.61983140e-07	1	8.83195450e-05	6.46591900e-07	1	false	DILUPBiCGStab	1.06110210e-05	9.82581660e-07	1	true	GAMG	1.81404060e-04	1.55944130e-06	15	true	DILUPBiCGStab	1.70605470e-04	1.83924440e-06	1	true	DILUPBiCGStab	3.98967900e-06	4.18181600e-07	1	true
552             	DILUPBiCGStab	1.10755600e-04	9.57687660e-07	1	8.76938190e-05	6.42425530e-07	1	false	DILUPBiCGStab	1.05252930e-05	9.74579340e-07	1	true	GAMG	1.80603770e-04	1.55071240e-06	15	true	DILUPBiCGStab	1.68622370e-04	1.36983380e-06	1	true	DILUPBiCGStab	3.96033490e-06	4.15031200e-07	1	true
553             	DILUPBiCGStab	1.10294540e-04	9.52702810e-07	1	8.70713100e-05	6.38390060e-07	1	false	DILUPBiCGStab	1.04405530e-05	9.66584290e-07	1	true	GAMG	1.79745730e-04	1.54494670e-06	15	true	DILUPBiCGStab	1.67863370e-04	9.61806890e-07	1	true	DILUPBiCGStab	3.93104690e-06	4.11872660e-07	1	true
554             	DILUPBiCGStab	1.09829430e-04	9.47643050e-07	1	8.64543290e-05	6.34507280e-07	1	false	DILUPBiCGStab	1.03568920e-05	9.58628580e-07	1	true	GAMG	1.78617040e-04	1.53742610e-06	15	true	DILUPBiCGStab	1.66972550e-04	1.60809090e-05	1	true	DILUPBiCGStab	3.90169330e-06	4.08693090e-07	1	true
555             	DILUPBiCGStab	1.09372510e-04	9.42923230e-07	1	8.58431910e-05	6.30692830e-07	1	false	DILUPBiCGStab	1.02745290e-05	9.50786250e-07	1	true	GAMG	1.77248680e-04	1.52275100e-06	15	true	DILUPBiCGStab	1.67712700e-04	1.80928410e-06	1	true	DILUPBiCGStab	3.87199560e-06	4.05504550e-07	1	true
556             	DILUPBiCGStab	1.08930360e-04	9.38694710e-07	1	8.52344890e-05	6.26758720e-07	1	false	DILUPBiCGStab	1.01928840e-05	9.42958390e-07	1	true	GAMG	1.76403510e-04	1.51387500e-06	15	true	DILUPBiCGStab	1.65700490e-04	1.34184480e-06	1	true	DILUPBiCGStab	3.84271850e-06	4.02301230e-07	1	true
557             	DILUPBiCGStab	1.08476460e-04	9.33752020e-07	1	8.46285100e-05	6.22954710e-07	1	false	DILUPBiCGStab	1.01116920e-05	9.35123680e-07	1	true	GAMG	1.75522590e-04	1.50797510e-06	15	true	DILUPBiCGStab	1.64939490e-04	9.44905100e-07	1	true	DILUPBiCGStab	3.81338860e-06	3.99060170e-07	1	true
558             	DILUPBiCGStab	1.08018600e-04	9.28714570e-07	1	8.40278820e-05	6.19284280e-07	1	false	DILUPBiCGStab	1.00310400e-05	9.27310610e-07	1	true	GAMG	1.74459310e-04	1.50038700e-06	15	true	DILUPBiCGStab	1.64037440e-04	1.57754490e-05	1	true	DILUPBiCGStab	3.78377020e-06	3.95776230e-07	1	true
559             	DILUPBiCGStab	1.07569330e-04	9.24010830e-07	1	8.34328520e-05	6.15624010e-07	1	false	DILUPBiCGStab	9.95137070e-06	9.19643710e-07	1	true	GAMG	1.73129130e-04	1.48573540e-06	15	true	DILUPBiCGStab	1.64781790e-04	1.77338980e-06	1	true	DILUPBiCGStab	3.74782040e-06	3.92512200e-07	1	true
560             	DILUPBiCGStab	1.07134340e-04	9.19786060e-07	1	8.28409160e-05	6.11813820e-07	1	false	DILUPBiCGStab	9.87247440e-06	9.12058360e-07	1	true	GAMG	1.72283670e-04	1.47667050e-06	15	true	DILUPBiCGStab	1.62756370e-04	1.31767420e-06	1	true	DILUPBiCGStab	3.71078000e-06	3.89230400e-07	1	true
561             	DILUPBiCGStab	1.06687590e-04	9.14901870e-07	1	8.22521480e-05	6.08113170e-07	1	false	DILUPBiCGStab	9.79394630e-06	9.04513530e-07	1	true	GAMG	1.71451140e-04	1.47056980e-06	15	true	DILUPBiCGStab	1.61987330e-04	9.29084940e-07	1	true	DILUPBiCGStab	3.67380200e-06	3.85915440e-07	1	true
562             	DILUPBiCGStab	1.06236860e-04	9.09948810e-07	1	8.16688900e-05	6.04528620e-07	1	false	DILUPBiCGStab	9.71569060e-06	8.97020840e-07	1	true	GAMG	1.70481360e-04	1.46291250e-06	15	true	DILUPBiCGStab	1.61078840e-04	1.54822370e-05	1	true	DILUPBiCGStab	3.63698700e-06	3.82586250e-07	1	true
563             	DILUPBiCGStab	1.05794070e-04	9.05337970e-07	1	8.10917710e-05	6.00965780e-07	1	false	DILUPBiCGStab	9.63927350e-06	8.89783630e-07	1	true	GAMG	1.69288740e-04	1.44850110e-06	15	true	DILUPBiCGStab	1.61879780e-04	1.73851200e-06	1	true	DILUPBiCGStab	3.59615990e-06	3.78981040e-07	1	true
564             	DILUPBiCGStab	1.05365380e-04	9.01213710e-07	1	8.05175970e-05	5.97236550e-07	1	false	DILUPBiCGStab	9.56475450e-06	8.82767020e-07	1	true	GAMG	1.68556980e-04	1.43971260e-06	15	true	DILUPBiCGStab	1.59857110e-04	1.28488350e-06	1	true	DILUPBiCGStab	3.55874290e-06	3.75552370e-07	1	true
565             	DILUPBiCGStab	1.04925230e-04	8.96508950e-07	1	7.99461830e-05	5.93587660e-07	1	false	DILUPBiCGStab	9.49091630e-06	8.75802460e-07	1	true	GAMG	1.67695820e-04	1.43376690e-06	15	true	DILUPBiCGStab	1.59099300e-04	9.06189060e-07	1	true	DILUPBiCGStab	3.52333590e-06	3.72195740e-07	1	true
566             	DILUPBiCGStab	1.04481780e-04	8.91752440e-07	1	7.93796240e-05	5.89494700e-07	1	false	DILUPBiCGStab	9.41734970e-06	8.68862790e-07	1	true	GAMG	1.66732380e-04	1.42620130e-06	15	true	DILUPBiCGStab	1.58192280e-04	1.51202590e-05	1	true	DILUPBiCGStab	3.48920050e-06	3.68869760e-07	1	true
567             	DILUPBiCGStab	1.04046210e-04	8.87298620e-07	1	7.88183380e-05	5.85773570e-07	1	false	DILUPBiCGStab	9.34413150e-06	8.61985220e-07	1	true	GAMG	1.65566410e-04	1.41207790e-06	15	true	DILUPBiCGStab	1.59021270e-04	1.68428100e-06	1	true	DILUPBiCGStab	3.45593940e-06	3.65583300e-07	1	true
568             	DILUPBiCGStab	1.03625020e-04	8.83303700e-07	1	7.82597330e-05	5.82308540e-07	1	false	DILUPBiCGStab	9.27072500e-06	8.55102780e-07	1	true	GAMG	1.64874980e-04	1.40350520e-06	15	true	DILUPBiCGStab	1.57012940e-04	1.25472960e-06	1	true	DILUPBiCGStab	3.42418320e-06	3.62335090e-07	1	true
569             	DILUPBiCGStab	1.03192690e-04	8.78666290e-07	1	7.77034510e-05	5.79017970e-07	1	false	DILUPBiCGStab	9.19720090e-06	8.48221950e-07	1	true	GAMG	1.64091950e-04	1.39781220e-06	15	true	DILUPBiCGStab	1.56277290e-04	8.89276820e-07	1	true	DILUPBiCGStab	3.39324620e-06	3.59113590e-07	1	true
570             	DILUPBiCGStab	1.02756340e-04	8.73950130e-07	1	7.71516070e-05	5.75787620e-07	1	false	DILUPBiCGStab	9.12398680e-06	8.41378810e-07	1	true	GAMG	1.63140430e-04	1.39056380e-06	15	true	DILUPBiCGStab	1.55386950e-04	1.48261190e-05	1	true	DILUPBiCGStab	3.36202300e-06	3.55914030e-07	1	true
571             	DILUPBiCGStab	1.02327240e-04	8.69555710e-07	1	7.66047620e-05	5.73052320e-07	1	false	DILUPBiCGStab	9.05115410e-06	8.34600330e-07	1	true	GAMG	1.61977960e-04	1.37678770e-06	15	true	DILUPBiCGStab	1.56257880e-04	1.65046320e-06	1	true	DILUPBiCGStab	3.32825760e-06	3.52630300e-07	1	true
572             	DILUPBiCGStab	1.01912540e-04	8.65612680e-07	1	7.60603840e-05	5.69628210e-07	1	false	DILUPBiCGStab	8.97807050e-06	8.27813090e-07	1	true	GAMG	1.61277790e-04	1.36813000e-06	15	true	DILUPBiCGStab	1.54263410e-04	1.22910310e-06	1	true	DILUPBiCGStab	3.29452810e-06	3.49122350e-07	1	true
573             	DILUPBiCGStab	1.01487740e-04	8.61075780e-07	1	7.55188410e-05	5.66042480e-07	1	false	DILUPBiCGStab	8.90463070e-06	8.21008440e-07	1	true	GAMG	1.60538840e-04	1.36199930e-06	15	true	DILUPBiCGStab	1.53539100e-04	8.70547500e-07	1	true	DILUPBiCGStab	3.26140240e-06	3.45834250e-07	1	true
