# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	e_solver        	e_initial       	e_final         	e_iters         	e_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 
169             	DILUPBiCGStab	1.74562090e-03	9.70618370e-06	1	1.97384010e-03	1.05686570e-05	1	false	DILUPBiCGStab	6.39362780e-04	5.39700740e-05	1	true	GAMG	2.78898480e-03	2.71701890e-05	11	true	DILUPBiCGStab	3.77155580e-03	2.96130260e-04	1	true	DILUPBiCGStab	1.47414750e-04	1.39698330e-05	1	true
170             	DILUPBiCGStab	1.73784370e-03	9.58783140e-06	1	1.96441370e-03	1.05114810e-05	1	false	DILUPBiCGStab	6.28427030e-04	5.36159050e-05	1	true	GAMG	2.75691300e-03	2.75458930e-05	11	true	DILUPBiCGStab	3.75926950e-03	2.91904190e-04	1	true	DILUPBiCGStab	1.47170660e-04	1.38132510e-05	1	true
171             	DILUPBiCGStab	1.73053350e-03	9.47307630e-06	1	1.95448070e-03	1.04527700e-05	1	false	DILUPBiCGStab	6.19350710e-04	5.32632380e-05	1	true	GAMG	2.75008510e-03	2.69112790e-05	12	true	DILUPBiCGStab	3.75079010e-03	2.87641470e-04	1	true	DILUPBiCGStab	1.47723740e-04	1.37467070e-05	1	true
172             	DILUPBiCGStab	1.72253890e-03	9.35605660e-06	1	1.94363160e-03	1.03919690e-05	1	false	DILUPBiCGStab	6.12107910e-04	5.28622610e-05	1	true	GAMG	2.75209190e-03	2.61390660e-05	12	true	DILUPBiCGStab	3.73654910e-03	2.84017380e-04	1	true	DILUPBiCGStab	1.48617960e-04	1.37282560e-05	1	true
173             	DILUPBiCGStab	1.71488390e-03	9.24500020e-06	1	1.93285470e-03	1.03313910e-05	1	false	DILUPBiCGStab	6.08328410e-04	5.25097320e-05	1	true	GAMG	2.73994000e-03	2.72150840e-05	11	true	DILUPBiCGStab	3.72512940e-03	2.79591940e-04	1	true	DILUPBiCGStab	1.50007210e-04	1.37673420e-05	1	true
174             	DILUPBiCGStab	1.70743820e-03	9.13435270e-06	1	1.92171860e-03	1.02607750e-05	1	false	DILUPBiCGStab	6.08430690e-04	5.22458550e-05	1	true	GAMG	2.72113250e-03	2.13592060e-05	13	true	DILUPBiCGStab	3.70789940e-03	2.76211700e-04	1	true	DILUPBiCGStab	1.52070870e-04	1.38640430e-05	1	true
175             	DILUPBiCGStab	1.69896890e-03	9.01766640e-06	1	1.90980720e-03	1.01878680e-05	1	false	DILUPBiCGStab	6.13955530e-04	5.21333200e-05	1	true	GAMG	2.72556600e-03	2.71676680e-05	12	true	DILUPBiCGStab	3.69243460e-03	2.72820750e-04	1	true	DILUPBiCGStab	1.54747630e-04	1.40711150e-05	1	true
176             	DILUPBiCGStab	1.69151680e-03	8.91160910e-06	1	1.89793570e-03	1.01072160e-05	1	false	DILUPBiCGStab	6.29791230e-04	5.24818150e-05	1	true	GAMG	2.71363420e-03	2.11671380e-05	13	true	DILUPBiCGStab	3.67882730e-03	2.68807860e-04	1	true	DILUPBiCGStab	1.60702800e-04	1.44198100e-05	1	true
177             	DILUPBiCGStab	1.68305730e-03	8.80415130e-06	1	1.88579670e-03	1.00246450e-05	1	false	DILUPBiCGStab	6.50728390e-04	5.30459150e-05	1	true	GAMG	2.69121080e-03	2.08421770e-05	13	true	DILUPBiCGStab	3.66376360e-03	2.65392520e-04	1	true	DILUPBiCGStab	1.64887260e-04	1.46818950e-05	1	true
178             	DILUPBiCGStab	1.67492120e-03	8.69756520e-06	1	1.87388160e-03	9.93776230e-06	1	false	DILUPBiCGStab	6.78507970e-04	5.39411430e-05	1	true	GAMG	2.67360210e-03	2.11919240e-05	13	true	DILUPBiCGStab	3.64986220e-03	2.61437570e-04	1	true	DILUPBiCGStab	1.69329460e-04	1.49629690e-05	1	true
179             	DILUPBiCGStab	1.66643600e-03	8.59280770e-06	1	1.86123770e-03	9.84629260e-06	1	false	DILUPBiCGStab	7.15098900e-04	5.53319140e-05	1	true	GAMG	2.65857230e-03	2.16722940e-05	13	true	DILUPBiCGStab	3.62917290e-03	2.58067230e-04	1	true	DILUPBiCGStab	1.74879450e-04	1.53244730e-05	1	true
180             	DILUPBiCGStab	1.65743760e-03	8.48694910e-06	1	1.84861690e-03	9.74946910e-06	1	false	DILUPBiCGStab	7.60710870e-04	5.73253720e-05	1	true	GAMG	2.64471610e-03	2.20892390e-05	13	true	DILUPBiCGStab	3.61612720e-03	2.54528260e-04	1	true	DILUPBiCGStab	1.81101300e-04	1.57422770e-05	1	true
181             	DILUPBiCGStab	1.64856760e-03	8.38403070e-06	1	1.83633340e-03	9.65030590e-06	1	false	DILUPBiCGStab	8.16097560e-04	6.00969160e-05	1	true	GAMG	2.61450780e-03	2.23585990e-05	13	true	DILUPBiCGStab	3.59708770e-03	2.51035280e-04	1	true	DILUPBiCGStab	1.87827660e-04	1.61684880e-05	1	true
182             	DILUPBiCGStab	1.63924800e-03	8.28398270e-06	1	1.82356920e-03	9.54678330e-06	1	false	DILUPBiCGStab	8.68226680e-04	6.30764970e-05	1	true	GAMG	2.60461290e-03	2.25950510e-05	13	true	DILUPBiCGStab	3.58015960e-03	2.47783650e-04	1	true	DILUPBiCGStab	1.89927840e-04	1.61633800e-05	1	true
183             	DILUPBiCGStab	1.62998220e-03	8.18412900e-06	1	1.81116460e-03	9.44058080e-06	1	false	DILUPBiCGStab	8.46132730e-04	6.21659060e-05	1	true	GAMG	2.57614900e-03	2.28208010e-05	13	true	DILUPBiCGStab	3.55992210e-03	2.44145190e-04	1	true	DILUPBiCGStab	1.77774460e-04	1.59021380e-05	1	true
184             	DILUPBiCGStab	1.62028980e-03	8.08528560e-06	1	1.79899980e-03	9.33118700e-06	1	false	DILUPBiCGStab	8.10382010e-04	6.11462740e-05	1	true	GAMG	2.54557300e-03	2.30721990e-05	13	true	DILUPBiCGStab	3.54024680e-03	2.41077820e-04	1	true	DILUPBiCGStab	1.83453140e-04	1.53056030e-05	1	true
185             	DILUPBiCGStab	1.61049590e-03	7.98851860e-06	1	1.78638870e-03	9.22116490e-06	1	false	DILUPBiCGStab	7.72096570e-04	6.11290190e-05	1	true	GAMG	2.52315650e-03	2.32886220e-05	13	true	DILUPBiCGStab	3.51975550e-03	2.37574280e-04	1	true	DILUPBiCGStab	1.92475810e-04	1.61047330e-05	1	true
186             	DILUPBiCGStab	1.60031090e-03	7.89274800e-06	1	1.77440110e-03	9.11372450e-06	1	false	DILUPBiCGStab	7.54363270e-04	6.08028790e-05	1	true	GAMG	2.48551740e-03	2.34778200e-05	13	true	DILUPBiCGStab	3.49641310e-03	2.34596120e-04	1	true	DILUPBiCGStab	2.00999850e-04	1.69114790e-05	1	true
187             	DILUPBiCGStab	1.58975700e-03	7.80267120e-06	1	1.76203310e-03	9.00549030e-06	1	false	DILUPBiCGStab	7.34689350e-04	6.14514830e-05	1	true	GAMG	2.46784870e-03	2.36354370e-05	13	true	DILUPBiCGStab	3.47681070e-03	2.31217940e-04	1	true	DILUPBiCGStab	2.03107960e-04	1.77141020e-05	1	true
188             	DILUPBiCGStab	1.57922520e-03	7.71179300e-06	1	1.75044830e-03	8.90102490e-06	1	false	DILUPBiCGStab	7.15377010e-04	6.12925090e-05	1	true	GAMG	2.45132200e-03	2.37277650e-05	13	true	DILUPBiCGStab	3.45189180e-03	2.28235580e-04	1	true	DILUPBiCGStab	2.04032250e-04	1.84194890e-05	1	true
189             	DILUPBiCGStab	1.56826350e-03	7.62170630e-06	1	1.73883500e-03	8.79791120e-06	1	false	DILUPBiCGStab	6.94431210e-04	6.02848530e-05	1	true	GAMG	2.43363490e-03	2.37962350e-05	13	true	DILUPBiCGStab	3.43045690e-03	2.25202500e-04	1	true	DILUPBiCGStab	2.03714140e-04	1.88795400e-05	1	true
190             	DILUPBiCGStab	1.55717020e-03	7.53325990e-06	1	1.72715800e-03	8.69562760e-06	1	false	DILUPBiCGStab	6.62898150e-04	5.77405160e-05	1	true	GAMG	2.41970020e-03	2.38338410e-05	13	true	DILUPBiCGStab	3.40377630e-03	2.22307580e-04	1	true	DILUPBiCGStab	2.00282270e-04	1.90571880e-05	1	true
191             	DILUPBiCGStab	1.54587590e-03	7.44614500e-06	1	1.71619700e-03	8.59734110e-06	1	false	DILUPBiCGStab	6.36098610e-04	5.54196500e-05	1	true	GAMG	2.40134810e-03	2.38864490e-05	13	true	DILUPBiCGStab	3.37874520e-03	2.19381010e-04	1	true	DILUPBiCGStab	2.00738300e-04	1.92596440e-05	1	true
192             	DILUPBiCGStab	1.53436090e-03	7.36105270e-06	1	1.70543550e-03	8.50158440e-06	1	false	DILUPBiCGStab	6.13932460e-04	5.34248360e-05	1	true	GAMG	2.37996600e-03	1.82777580e-05	15	true	DILUPBiCGStab	3.35347140e-03	2.16275820e-04	1	true	DILUPBiCGStab	2.01322280e-04	1.93899560e-05	1	true
193             	DILUPBiCGStab	1.52277930e-03	7.27602490e-06	1	1.69457180e-03	8.40961970e-06	1	false	DILUPBiCGStab	5.95449990e-04	5.18326050e-05	1	true	GAMG	2.37672310e-03	2.21750360e-05	13	true	DILUPBiCGStab	3.32748930e-03	2.13811840e-04	1	true	DILUPBiCGStab	2.02313280e-04	1.95005450e-05	1	true
194             	DILUPBiCGStab	1.51108660e-03	7.19728780e-06	1	1.68450980e-03	8.31607050e-06	1	false	DILUPBiCGStab	5.81867350e-04	5.06453520e-05	1	true	GAMG	2.38512590e-03	2.35659970e-05	13	true	DILUPBiCGStab	3.29956980e-03	2.10729430e-04	1	true	DILUPBiCGStab	2.02729970e-04	1.95474220e-05	1	true
195             	DILUPBiCGStab	1.49918120e-03	7.11771480e-06	1	1.67430340e-03	8.22632500e-06	1	false	DILUPBiCGStab	5.73961720e-04	4.99003900e-05	1	true	GAMG	2.38865730e-03	1.86649460e-05	15	true	DILUPBiCGStab	3.27247980e-03	2.07980450e-04	1	true	DILUPBiCGStab	2.03716640e-04	1.96033970e-05	1	true
196             	DILUPBiCGStab	1.48696140e-03	7.03651460e-06	1	1.66400400e-03	8.13902300e-06	1	false	DILUPBiCGStab	5.71502860e-04	4.95659000e-05	1	true	GAMG	2.38944610e-03	2.26074330e-05	13	true	DILUPBiCGStab	3.24501920e-03	2.05399160e-04	1	true	DILUPBiCGStab	2.04802120e-04	1.97389300e-05	1	true
197             	DILUPBiCGStab	1.47514480e-03	6.96091670e-06	1	1.65480690e-03	8.05174490e-06	1	false	DILUPBiCGStab	5.73743800e-04	4.96549050e-05	1	true	GAMG	2.39384230e-03	2.36772900e-05	13	true	DILUPBiCGStab	3.21396570e-03	2.03339940e-04	1	true	DILUPBiCGStab	2.05983470e-04	1.99953820e-05	1	true
198             	DILUPBiCGStab	1.46310990e-03	6.88662570e-06	1	1.64517750e-03	7.96780220e-06	1	false	DILUPBiCGStab	5.80251730e-04	5.01552840e-05	1	true	GAMG	2.40674830e-03	1.86534450e-05	15	true	DILUPBiCGStab	3.18281870e-03	2.00817250e-04	1	true	DILUPBiCGStab	2.07220330e-04	2.02679860e-05	1	true
199             	DILUPBiCGStab	1.45062260e-03	6.81167950e-06	1	1.63516600e-03	7.88579190e-06	1	false	DILUPBiCGStab	5.91020070e-04	5.10684970e-05	1	true	GAMG	2.41520410e-03	2.26402190e-05	13	true	DILUPBiCGStab	3.15540470e-03	1.98544390e-04	1	true	DILUPBiCGStab	2.09697780e-04	2.04072020e-05	1	true
200             	DILUPBiCGStab	1.43868810e-03	6.73953400e-06	1	1.62589470e-03	7.80310700e-06	1	false	DILUPBiCGStab	6.03908230e-04	5.23571560e-05	1	true	GAMG	2.40996490e-03	2.36940940e-05	13	true	DILUPBiCGStab	3.12091860e-03	1.95904940e-04	1	true	DILUPBiCGStab	2.13056820e-04	2.07114660e-05	1	true
201             	DILUPBiCGStab	1.42633290e-03	6.67003980e-06	1	1.61632440e-03	7.72106910e-06	1	false	DILUPBiCGStab	6.18049400e-04	5.38640020e-05	1	true	GAMG	2.40944580e-03	1.85543030e-05	15	true	DILUPBiCGStab	3.09112190e-03	1.93494450e-04	1	true	DILUPBiCGStab	2.16989710e-04	2.10860720e-05	1	true
202             	DILUPBiCGStab	1.41386660e-03	6.60056540e-06	1	1.60615660e-03	7.63922210e-06	1	false	DILUPBiCGStab	6.33164790e-04	5.54781700e-05	1	true	GAMG	2.39785140e-03	2.24866840e-05	13	true	DILUPBiCGStab	3.06064180e-03	1.91494460e-04	1	true	DILUPBiCGStab	2.20486740e-04	2.14430350e-05	1	true
203             	DILUPBiCGStab	1.40180960e-03	6.53497080e-06	1	1.59677510e-03	7.55748790e-06	1	false	DILUPBiCGStab	6.49694530e-04	5.69843410e-05	1	true	GAMG	2.40191080e-03	2.35056470e-05	13	true	DILUPBiCGStab	3.02980320e-03	1.88896630e-04	1	true	DILUPBiCGStab	2.22909620e-04	2.17430850e-05	1	true
204             	DILUPBiCGStab	1.38940980e-03	6.46971460e-06	1	1.58685340e-03	7.47635130e-06	1	false	DILUPBiCGStab	6.67509110e-04	5.85404040e-05	1	true	GAMG	2.40540800e-03	1.83540480e-05	15	true	DILUPBiCGStab	2.99636240e-03	1.86703340e-04	1	true	DILUPBiCGStab	2.24263700e-04	2.20286280e-05	1	true
205             	DILUPBiCGStab	1.37706100e-03	6.40561660e-06	1	1.57643530e-03	7.39642260e-06	1	false	DILUPBiCGStab	6.87535530e-04	6.02503430e-05	1	true	GAMG	2.41761490e-03	2.21718440e-05	13	true	DILUPBiCGStab	2.95949400e-03	1.84722920e-04	1	true	DILUPBiCGStab	2.25556680e-04	2.23173210e-05	1	true
206             	DILUPBiCGStab	1.36449970e-03	6.34527750e-06	1	1.56691220e-03	7.31514500e-06	1	false	DILUPBiCGStab	7.09462880e-04	6.23014970e-05	1	true	GAMG	2.39681830e-03	2.30741610e-05	13	true	DILUPBiCGStab	2.92718090e-03	1.82330930e-04	1	true	DILUPBiCGStab	2.25649440e-04	2.25264450e-05	1	true
207             	DILUPBiCGStab	1.35200000e-03	6.28488490e-06	1	1.55676170e-03	7.23516460e-06	1	false	DILUPBiCGStab	7.33674270e-04	6.44530610e-05	1	true	GAMG	2.38215990e-03	2.36239180e-05	13	true	DILUPBiCGStab	2.89555950e-03	1.80162010e-04	1	true	DILUPBiCGStab	2.28317240e-04	2.28088370e-05	1	true
208             	DILUPBiCGStab	1.33934320e-03	6.22679010e-06	1	1.54634740e-03	7.15818330e-06	1	false	DILUPBiCGStab	7.51992460e-04	6.60464890e-05	1	true	GAMG	2.36250460e-03	2.34843260e-05	13	true	DILUPBiCGStab	2.86359960e-03	1.78090100e-04	1	true	DILUPBiCGStab	2.30441940e-04	1.96896270e-06	1	true
209             	DILUPBiCGStab	1.32658060e-03	6.16894690e-06	1	1.53588330e-03	7.08358200e-06	1	false	DILUPBiCGStab	7.73066560e-04	6.78533910e-05	1	true	GAMG	2.34444270e-03	2.30599960e-05	13	true	DILUPBiCGStab	2.82997290e-03	1.76465150e-04	1	true	DILUPBiCGStab	2.30426010e-04	2.29145940e-05	1	true
210             	DILUPBiCGStab	1.31412740e-03	6.11505630e-06	1	1.52539960e-03	7.00579530e-06	1	false	DILUPBiCGStab	7.95576630e-04	6.99445720e-05	1	true	GAMG	2.32635580e-03	2.26925330e-05	13	true	DILUPBiCGStab	2.79797280e-03	1.74269910e-04	1	true	DILUPBiCGStab	2.31359730e-04	2.03350160e-06	1	true
211             	DILUPBiCGStab	1.30141450e-03	6.06021800e-06	1	1.51489500e-03	6.92940390e-06	1	false	DILUPBiCGStab	8.17026440e-04	7.18102280e-05	1	true	GAMG	2.29942830e-03	2.24662490e-05	13	true	DILUPBiCGStab	2.76607230e-03	1.72659580e-04	1	true	DILUPBiCGStab	2.31405540e-04	2.09419300e-06	1	true
212             	DILUPBiCGStab	1.28880700e-03	6.00859040e-06	1	1.50426050e-03	6.85454170e-06	1	false	DILUPBiCGStab	8.36691570e-04	7.36348980e-05	1	true	GAMG	2.27966510e-03	2.23664990e-05	13	true	DILUPBiCGStab	2.73240890e-03	1.70480490e-04	1	true	DILUPBiCGStab	2.30586830e-04	2.13126900e-06	1	true
213             	DILUPBiCGStab	1.27607430e-03	5.95555140e-06	1	1.49362820e-03	6.78129740e-06	1	false	DILUPBiCGStab	8.31773180e-04	7.33765590e-05	1	true	GAMG	2.27210710e-03	2.21857810e-05	13	true	DILUPBiCGStab	2.69785930e-03	1.68669740e-04	1	true	DILUPBiCGStab	2.23302010e-04	2.17978160e-06	1	true
214             	DILUPBiCGStab	1.26313350e-03	5.90286520e-06	1	1.48276520e-03	6.70856510e-06	1	false	DILUPBiCGStab	8.29041570e-04	7.29025200e-05	1	true	GAMG	2.25692310e-03	2.19511670e-05	13	true	DILUPBiCGStab	2.66551350e-03	1.66673830e-04	1	true	DILUPBiCGStab	2.24178680e-04	2.21564020e-06	1	true
215             	DILUPBiCGStab	1.25049480e-03	5.85415580e-06	1	1.47199530e-03	6.63563470e-06	1	false	DILUPBiCGStab	8.25071790e-04	7.23723440e-05	1	true	GAMG	2.25666520e-03	2.16258350e-05	13	true	DILUPBiCGStab	2.63214790e-03	1.65335230e-04	1	true	DILUPBiCGStab	2.26038000e-04	2.24108110e-06	1	true
216             	DILUPBiCGStab	1.23762510e-03	5.80864350e-06	1	1.46099610e-03	6.56418980e-06	1	false	DILUPBiCGStab	8.20822240e-04	7.20079490e-05	1	true	GAMG	2.25115690e-03	2.13113040e-05	13	true	DILUPBiCGStab	2.59552280e-03	1.63880940e-04	1	true	DILUPBiCGStab	2.27007410e-04	2.25905760e-06	1	true
217             	DILUPBiCGStab	1.22470880e-03	5.76416800e-06	1	1.44977430e-03	6.49306110e-06	1	false	DILUPBiCGStab	8.17179100e-04	7.17025750e-05	1	true	GAMG	2.25025260e-03	2.10253160e-05	13	true	DILUPBiCGStab	2.56208320e-03	1.62012010e-04	1	true	DILUPBiCGStab	2.29764120e-04	2.27031630e-06	1	true
218             	DILUPBiCGStab	1.21191700e-03	5.72111620e-06	1	1.43843700e-03	6.42390960e-06	1	false	DILUPBiCGStab	8.10198570e-04	7.10690500e-05	1	true	GAMG	2.25196960e-03	2.07976990e-05	13	true	DILUPBiCGStab	2.52977910e-03	1.60473540e-04	1	true	DILUPBiCGStab	2.30999340e-04	2.28150070e-06	1	true
219             	DILUPBiCGStab	1.19876260e-03	5.67985570e-06	1	1.42682210e-03	6.35664340e-06	1	false	DILUPBiCGStab	8.03250780e-04	7.07043770e-05	1	true	GAMG	2.25732700e-03	2.04645630e-05	13	true	DILUPBiCGStab	2.49607880e-03	1.58962150e-04	1	true	DILUPBiCGStab	2.31377140e-04	2.29398110e-06	1	true
220             	DILUPBiCGStab	1.18587400e-03	5.64040870e-06	1	1.41496100e-03	6.28967680e-06	1	false	DILUPBiCGStab	7.97722540e-04	7.04669980e-05	1	true	GAMG	2.24845210e-03	2.01341180e-05	13	true	DILUPBiCGStab	2.45890770e-03	1.57532280e-04	1	true	DILUPBiCGStab	2.31039980e-04	2.29610850e-06	1	true
221             	DILUPBiCGStab	1.17262700e-03	5.60179510e-06	1	1.40316600e-03	6.22465090e-06	1	false	DILUPBiCGStab	7.94240950e-04	7.04660130e-05	1	true	GAMG	2.22723890e-03	1.96983350e-05	13	true	DILUPBiCGStab	2.42266590e-03	1.56086510e-04	1	true	DILUPBiCGStab	2.29933620e-04	2.28663940e-06	1	true
222             	DILUPBiCGStab	1.15952060e-03	5.56228720e-06	1	1.39119460e-03	6.16043850e-06	1	false	DILUPBiCGStab	7.93245800e-04	7.07296450e-05	1	true	GAMG	2.20518700e-03	1.93452670e-05	13	true	DILUPBiCGStab	2.39204450e-03	1.54819910e-04	1	true	DILUPBiCGStab	2.28170310e-04	2.26023800e-06	1	true
223             	DILUPBiCGStab	1.14648900e-03	5.52592680e-06	1	1.37902660e-03	6.09923480e-06	1	false	DILUPBiCGStab	7.94732380e-04	7.13051110e-05	1	true	GAMG	2.18957540e-03	1.89244180e-05	13	true	DILUPBiCGStab	2.35579820e-03	1.52698080e-04	1	true	DILUPBiCGStab	2.25490140e-04	2.20401490e-06	1	true
224             	DILUPBiCGStab	1.13329120e-03	5.48965440e-06	1	1.36661900e-03	6.03846560e-06	1	false	DILUPBiCGStab	7.99714410e-04	7.21846710e-05	1	true	GAMG	2.17384880e-03	1.86025640e-05	13	true	DILUPBiCGStab	2.32134700e-03	1.51705220e-04	1	true	DILUPBiCGStab	2.23263910e-04	2.18617950e-06	1	true
225             	DILUPBiCGStab	1.12011670e-03	5.45461690e-06	1	1.35401740e-03	5.97893530e-06	1	false	DILUPBiCGStab	8.08704840e-04	7.33755120e-05	1	true	GAMG	2.16823160e-03	1.84487660e-05	13	true	DILUPBiCGStab	2.28536300e-03	1.50567930e-04	1	true	DILUPBiCGStab	2.21116700e-04	2.18032400e-06	1	true
226             	DILUPBiCGStab	1.10710370e-03	5.41929770e-06	1	1.34125970e-03	5.91970040e-06	1	false	DILUPBiCGStab	8.20576690e-04	7.48574380e-05	1	true	GAMG	2.14582810e-03	1.83742320e-05	13	true	DILUPBiCGStab	2.25505580e-03	1.49248720e-04	1	true	DILUPBiCGStab	2.20208520e-04	2.16595530e-06	1	true
227             	DILUPBiCGStab	1.09380260e-03	5.38636920e-06	1	1.32834630e-03	5.85946710e-06	1	false	DILUPBiCGStab	8.36021350e-04	7.65474180e-05	1	true	GAMG	2.11737460e-03	1.82277660e-05	13	true	DILUPBiCGStab	2.21897130e-03	1.48047250e-04	1	true	DILUPBiCGStab	2.21506960e-04	2.15603090e-06	1	true
228             	DILUPBiCGStab	1.08068550e-03	5.35626240e-06	1	1.31530400e-03	5.80222200e-06	1	false	DILUPBiCGStab	8.54556340e-04	7.85233730e-05	1	true	GAMG	2.07805540e-03	1.80022520e-05	13	true	DILUPBiCGStab	2.18447250e-03	1.46978380e-04	1	true	DILUPBiCGStab	2.22332660e-04	2.14695680e-06	1	true
229             	DILUPBiCGStab	1.06738570e-03	5.32685920e-06	1	1.30218100e-03	5.74751700e-06	1	false	DILUPBiCGStab	8.72884630e-04	8.03482090e-05	1	true	GAMG	2.04757350e-03	1.76964350e-05	13	true	DILUPBiCGStab	2.15029510e-03	1.46089670e-04	1	true	DILUPBiCGStab	2.22166430e-04	2.13400150e-06	1	true
230             	DILUPBiCGStab	1.05411390e-03	5.29765400e-06	1	1.28896920e-03	5.68215490e-06	1	false	DILUPBiCGStab	8.92185550e-04	8.22941990e-05	1	true	GAMG	2.01016760e-03	1.72605070e-05	13	true	DILUPBiCGStab	2.11695850e-03	1.44952480e-04	1	true	DILUPBiCGStab	2.23707530e-04	2.13129780e-06	1	true
231             	DILUPBiCGStab	1.04099900e-03	5.27119200e-06	1	1.27568920e-03	5.62388290e-06	1	false	DILUPBiCGStab	9.12209270e-04	8.43980650e-05	1	true	GAMG	1.97893900e-03	1.69046930e-05	13	true	DILUPBiCGStab	2.08538050e-03	1.44008630e-04	1	true	DILUPBiCGStab	2.25266680e-04	2.13248000e-06	1	true
232             	DILUPBiCGStab	1.02777410e-03	5.24532710e-06	1	1.26238570e-03	5.56789440e-06	1	false	DILUPBiCGStab	9.31459340e-04	8.64454050e-05	1	true	GAMG	1.95703680e-03	1.64899150e-05	13	true	DILUPBiCGStab	2.04947680e-03	1.42950760e-04	1	true	DILUPBiCGStab	2.24653460e-04	2.10776640e-06	1	true
233             	DILUPBiCGStab	1.01469960e-03	5.22041180e-06	1	1.24902490e-03	5.51191360e-06	1	false	DILUPBiCGStab	9.57073170e-04	8.86898280e-05	1	true	GAMG	1.92546530e-03	1.60708380e-05	13	true	DILUPBiCGStab	2.01596560e-03	1.41929510e-04	1	true	DILUPBiCGStab	2.34055670e-04	2.24065300e-05	1	true
234             	DILUPBiCGStab	1.00176830e-03	5.19606030e-06	1	1.23558570e-03	5.45783390e-06	1	false	DILUPBiCGStab	9.80802590e-04	9.06444710e-05	1	true	GAMG	1.89980200e-03	1.57437470e-05	13	true	DILUPBiCGStab	1.98313220e-03	1.40948930e-04	1	true	DILUPBiCGStab	2.46802430e-04	2.41553480e-05	1	true
235             	DILUPBiCGStab	9.88569960e-04	5.17379330e-06	1	1.22221270e-03	5.40151540e-06	1	false	DILUPBiCGStab	9.83566250e-04	9.06684300e-05	1	true	GAMG	1.86073990e-03	1.54738770e-05	13	true	DILUPBiCGStab	1.95275530e-03	1.40602570e-04	1	true	DILUPBiCGStab	2.56359910e-04	2.37988110e-06	1	true
236             	DILUPBiCGStab	9.75604030e-04	5.15226120e-06	1	1.20883590e-03	5.35638220e-06	1	false	DILUPBiCGStab	9.34902620e-04	8.48519370e-05	1	true	GAMG	1.82469230e-03	1.52191380e-05	13	true	DILUPBiCGStab	1.91777800e-03	1.39664640e-04	1	true	DILUPBiCGStab	2.44694560e-04	2.44401150e-05	1	true
237             	DILUPBiCGStab	9.62429550e-04	5.13043510e-06	1	1.19559720e-03	5.30196290e-06	1	false	DILUPBiCGStab	8.76275390e-04	7.92139620e-05	1	true	GAMG	1.80453140e-03	1.49550530e-05	13	true	DILUPBiCGStab	1.88445950e-03	1.38990870e-04	1	true	DILUPBiCGStab	2.49911730e-04	2.46249260e-06	1	true
238             	DILUPBiCGStab	9.49419040e-04	5.10887320e-06	1	1.18232520e-03	5.24811730e-06	1	false	DILUPBiCGStab	8.05899250e-04	7.23922590e-05	1	true	GAMG	1.78628030e-03	1.47835710e-05	13	true	DILUPBiCGStab	1.85389980e-03	1.38313910e-04	1	true	DILUPBiCGStab	2.47787760e-04	2.42672750e-05	1	true
239             	DILUPBiCGStab	9.36469490e-04	5.08809130e-06	1	1.16906430e-03	5.19588510e-06	1	false	DILUPBiCGStab	7.38289800e-04	6.58684710e-05	1	true	GAMG	1.76098130e-03	1.46465910e-05	13	true	DILUPBiCGStab	1.81938940e-03	1.37628190e-04	1	true	DILUPBiCGStab	2.50820860e-04	2.50676100e-05	1	true
240             	DILUPBiCGStab	9.23399950e-04	5.06725650e-06	1	1.15583450e-03	5.14233960e-06	1	false	DILUPBiCGStab	6.55002550e-04	5.80292800e-05	1	true	GAMG	1.73133230e-03	1.44649480e-05	13	true	DILUPBiCGStab	1.78938150e-03	1.36434930e-04	1	true	DILUPBiCGStab	2.48446300e-04	2.42046240e-06	1	true
241             	DILUPBiCGStab	9.10490300e-04	5.04643490e-06	1	1.14260630e-03	5.10388540e-06	1	false	DILUPBiCGStab	5.66287630e-04	5.20052780e-05	1	true	GAMG	1.71099290e-03	1.43418420e-05	13	true	DILUPBiCGStab	1.75711670e-03	1.35522150e-04	1	true	DILUPBiCGStab	2.39709040e-04	2.35417310e-06	1	true
242             	DILUPBiCGStab	8.97655960e-04	5.02586910e-06	1	1.12973100e-03	5.05277170e-06	1	false	DILUPBiCGStab	4.98552990e-04	4.64289280e-05	1	true	GAMG	1.69469260e-03	1.42373440e-05	13	true	DILUPBiCGStab	1.72263850e-03	1.35640370e-04	1	true	DILUPBiCGStab	2.31881840e-04	2.28956750e-06	1	true
243             	DILUPBiCGStab	8.84778680e-04	5.00563750e-06	1	1.11681190e-03	5.00323430e-06	1	false	DILUPBiCGStab	4.83957050e-04	4.36229710e-05	1	true	GAMG	1.67841520e-03	1.42120580e-05	13	true	DILUPBiCGStab	1.69311530e-03	1.34840500e-04	1	true	DILUPBiCGStab	2.24805230e-04	2.23255160e-06	1	true
